22:07:15.430 |I| Core                           | RequestBuilder thread:7        | MsBuild process with Id = 13604
22:07:15.431 |I| Core                           | RequestBuilder thread:7        | MsBuild location = C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\MSBuild\Current\Bin\MSBuild.exe
22:07:15.431 |I| Core                           | RequestBuilder thread:7        | 
22:07:15.431 |I| Core                           | RequestBuilder thread:7        | Start ControllerTask...
22:07:15.431 |I| Core                           | RequestBuilder thread:7        | Detected version: 16.11
22:07:15.432 |I| Core                           | RequestBuilder thread:7        | Creating SocketWire with port = 4790
22:07:15.447 |I| Core                           | RequestBuilder thread:7        | Create protocol...
22:07:15.482 |I| Core                           | RequestBuilder thread:7        | Create MsBuildModel and advise for new sessions...
22:07:15.505 |I| Core                           | RequestBuilder thread:7        | Subscribe for changes...
22:07:15.505 |I| Core                           | RequestBuilder thread:7        | Setup process watchdog...
22:07:15.506 |I| Core                           | RequestBuilder thread:7        | Run dispatcher...
22:07:15.507 |I| ProcessWatchdog                | WatchParentPid:10060:11        | Monitoring parent process PID:10060
22:07:15.604 |I| Core                           | RequestBuilder thread:7        | Get protocol session 'RdProjectModelSession'
22:07:15.609 |I| Core                           | RequestBuilder thread:7        | Msbuild session 'ProjectModelSessionHost' created
22:07:15.662 |I| ProjectModel                   | RequestBuilder thread:7        | Reloading 51 project(s) in 1 node(s)...
22:07:15.669 |I| Build                          | :3                             | Build started.
22:07:16.604 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.TestRunner.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.606 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.TestRunner.csproj
22:07:16.608 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.TestRunner.csproj' with 1 target frameworks
22:07:16.610 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
22:07:16.613 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Mathematics.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.613 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.2D.Animation.Triangle.Runtime.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.613 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Timeline.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.613 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.UI.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.613 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.UI.csproj
22:07:16.613 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.UI.csproj' with 1 target frameworks
22:07:16.614 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Cinemachine.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TextMeshPro.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.2D.Animation.Runtime.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Assembly-CSharp.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.2D.IK.Runtime.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.2D.SpriteShape.Runtime.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
22:07:16.615 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.2D.PixelPerfect.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
